"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","NIH","R01MD019686","1 R01 MD019686-01","New York University","2025-04-01","$688,573.00","$154,085.42","154085.42","$534,487.58","Community - Based Behavioral Intervention To Increase Covid - 19 And Influenza Vaccination For Afric...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Marya  Gwadz","NIMHD - National Institute on Minority Health and Health Disparities","2019-nCoV vaccine; 21+ years old; Address; Adult; Adult Human; African American; Afro American; Afroamerican; Altruism; American; Appointment; Behavio..."
"2025-04-24","NIH","R01MD016882","5 R01 MD016882-04","Northeastern University","2025-04-01","$2,872,823.00","$2,218,663.70","2218663.7","$654,159.30","Community-Based Design And Evaluation Of A Conversational Agent To Promote Sars-Cov2 Vaccination In ...","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","TIMOTHY W. BICKMORE; Michael  Paasche-Orlow; Andrea G Parker","NIMHD - National Institute on Minority Health and Health Disparities","chatbot; chat bot; conversational agent; COVID-19; CV-19; Coronavirus Infectious Disease 2019; coronavirus disease 2019; coronavirus disease-19; coron..."
"2025-04-24","NIH","R21MD019764","1 R21 MD019764-01","Ohio State University","2025-04-01","$196,875.00","$103,570.98","103570.98","$93,304.02","Covid-19 Vaccine Coverage And General Vaccine Hesitancy In Rural Areas In The United States","N/A - Departmental Authority","-","COLUMBUS","OH","UNITED STATES","Paul L Reiter","NIMHD - National Institute on Minority Health and Health Disparities","2019-nCoV vaccine; Adolescent; Adolescent Youth; Affect; Area; Behavior; COVID-19 affected; COVID-19 consequence; COVID-19 effect; COVID-19 impact; CO..."
"2025-04-24","NIH","R01MD019235","5 R01 MD019235-02","University Of Alabama At Birmingham","2025-04-01","$1,261,705.00","$761,514.73","761514.73","$500,190.27","Improving Covid-19 Vaccine Uptake Among Racial And Ethnic Minority Groups With Rheumatic Diseases","N/A - Departmental Authority","-","BIRMINGHAM","AL","UNITED STATES","Maria Ioana Danila","NIAMS - National Institute of Arthritis and Musculoskeletal and Skin Diseases; NIMHD - National Institute on Minority Health and Health Disparities","21+ years old; Adult Human; adulthood; Adult; Alabama; Atrophic Arthritis; rheumatic arthritis; Rheumatoid Arthritis; Awareness; Behavior; Black; Blac..."
"2025-04-24","NIH","R01MD016880","5 R01 MD016880-03","San Diego State University","2025-04-01","$1,853,556.00","$1,504,554.78","1504554.78","$349,001.22","Increasing Covid-19 Vaccine Uptake Among Latinos Through A Targeted Clinical And Community-Behaviora...","N/A - Departmental Authority","-","SAN DIEGO","CA","UNITED STATES","Noe Cuauhtemoc Crespo; Christian B Ramers","NIMHD - National Institute on Minority Health and Health Disparities","Affect; Behavior Conditioning Therapy; Behavior Modification; Behavior Treatment; Behavioral Conditioning Therapy; Behavioral Modification; Behavioral..."
"2025-04-24","NIH","R01MD019765","1 R01 MD019765-01","University Of California- Irvine","2025-04-01","$683,352.00","$17,475.20","17475.2","$665,876.80","Influence Of Social Media, Social Networks, And Misinformation On Vaccine Acceptance Among Black And...","N/A - Departmental Authority","-","IRVINE","CA","UNITED STATES","Sean  Young","NIMHD - National Institute on Minority Health and Health Disparities; OD - NIH Office of the Director","2019-nCoV vaccine; 21+ years old; AI based method; AI based model; AI model; AI system; AIDS Virus; Access to Care; Acquired Immune Deficiency Syndrom..."
"2025-04-24","NIH","R21MD019388","5 R21 MD019388-02","Brown University","2025-04-01","$486,899.00","$217,145.57","217145.57","$269,753.43","Integrated Network Analysis Of Radx-Up Data To Increase Covid-19 Testing And Vaccination Among Perso...","N/A - Departmental Authority","-","PROVIDENCE","RI","UNITED STATES","Aditya Subhash Khanna; ROSEMARIE A MARTIN","NIMHD - National Institute on Minority Health and Health Disparities","Address; Affect; Attitude; Automobile Driving; Behavior; Biologic Models; Biological Models; COVID associated morbidity; COVID induced morbidity; COVI..."
"2025-04-24","NIH","R01MD016864","5 R01 MD016864-03","University Of Kentucky","2025-04-01","$1,878,485.00","$1,342,769.89","1342769.89","$535,715.11","K-Vac: Kentucky Vaccinating Appalachian Communities","N/A - Departmental Authority","-","LEXINGTON","KY","UNITED STATES","Kathryn Marie Cardarelli; MARC T KIVINIEMI","NIMHD - National Institute on Minority Health and Health Disparities","Achievement Attainment; Achievement; 21+ years old; Adult Human; adulthood; Adult; Affect; inhibitor; Appalachia; Appalachian; Appalachian Region; Beh..."
"2025-04-24","NIH","R01MD018343","5 R01 MD018343-03","University Of Miami School Of Medicine","2025-04-01","$2,250,728.00","$1,684,232.08","1684232.08","$566,495.92","Latinet, A Multilevel Social Network Model To Examine And Address Sars-Cov-2 Misinformation In Low-I...","N/A - Departmental Authority","-","CORAL GABLES","FL","UNITED STATES","Mariano Juan Kanamori Nishimura","NIMHD - National Institute on Minority Health and Health Disparities","2019 novel corona virus; 2019 novel coronavirus; 2019-nCoV; 2019-nCoV vaccine; Address; Adoption; Area; Behavior; Belief; COVID-19 misinformation; COV..."
"2025-04-24","NIH","R01MD017364","5 R01 MD017364-03","Johns Hopkins University","2025-04-01","$2,188,245.00","$1,167,041.65","1167041.65","$1,021,203.35","Redes: A Peer Network And Mobile Health (Mhealth) Enhanced Chw Model To Maximize Covid-19 Vaccinatio...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Kathleen R Page; Cui  Yang","NIMHD - National Institute on Minority Health and Health Disparities","21+ years old; Adult Human; adulthood; Adult; Appointments and Schedules; Attention; Communities; community health worker; Community Health Aides; Con..."
"2025-04-24","NIH","R00CA248720","5 R00 CA248720-04","Northeastern University","2025-04-01","$497,196.78","$306,856.48","306856.48","$190,340.30","Cancer Misinformation On Social Media And Its Correction","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","Briony  Swire-Thompson","NCI - National Cancer Institute","Address; Alternative Medicine; Apricot; Apricot Tree; Area; Award; Belief; Binding; Cancers; Cognitive; Communication; Cyanides; Data; Dedications; De..."
"2025-04-24","NIH","R25GM150142","5 R25 GM150142-02","University Of Idaho","2025-04-01","$524,418.00","$280,970.50","280970.5","$243,447.50","Eradicating Misconceptions About Viruses Using Multimodal Trace Data In An Intelligent Game-Based En...","N/A - Departmental Authority","-","MOSCOW","ID","UNITED STATES","BARRIE D ROBISON","NIGMS - National Institute of General Medical Sciences","0-11 years old; Adopted; Award; Awareness; Belief; Biology; Biomedical Research; COVID crisis; COVID epidemic; COVID pandemic; COVID-19 crisis; COVID-..."
"2025-04-24","NIH","R25GM150172","5 R25 GM150172-02","Weta Tv 26","2025-04-01","$540,000.00","$474,831.30","474831.3","$65,168.70","Pbs Newshour Stem Storymaker: Project-Based Learning For Youth Health Literacy And Biomedical Career...","N/A - Departmental Authority","-","ARLINGTON","VA","UNITED STATES","Leah  Clapman","NIGMS - National Institute of General Medical Sciences","Awareness; Career Choice; Career Path; Communication; Communities; Continuance of education; Continuing Education; Curriculum; Development; Discipline..."
"2025-04-24","NIH","K22CA288932","1 K22 CA288932-01","Hackensack University Medical Center","2025-04-01","$194,400.00","$110,353.67","110353.67","$84,046.33","Cancer Misinformation And Use Of Complementary And Alternative Therapy (Cam) Among Patients With Can...","N/A - Departmental Authority","-","HACKENSACK","NJ","UNITED STATES","Ilona  Fridman","NCI - National Cancer Institute","Address; Adherence; Alternative Therapies; Alternative intervention; Attitude; Behavior; Breast; Breast Cancer; Cancer Center; Cancer Control; Cancer ..."
"2025-04-24","NIH","R01ES035053","5R01ES035053-03","Boston University Medical Campus","2025-03-27","$1,447,869.00","$793,888.08","793888.08","$653,980.92","An Assessment Of Environmental And Neighborhood-Level Risk Factors For Subfertility Among Black Wome...","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","Amelia Kent Wesselink","NIEHS - National Institute of Environmental Health Sciences","Address; Affect; aged; Air Pollution; Aircraft; American; Assisted Reproduction Technology; Assisted Reproductive Technology; assistive reproductive t..."
"2025-04-24","NIH","U01ES036366","5U01ES036366-03","San Francisco State University","2025-03-26","$631,015.00","$454,419.45","454419.45","$176,595.55","Examining Anti-Racist Healing In Nature To Protect Telomeres Of Transitional Age Bipoc For Health Eq...","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Leticia Maria MARQUEZ-MAGANA; Charlotte  Tate","OD - NIH Office of the Director","21+ years old; Acceleration; Address; Adult; Adult Human; Aeroseb-HC; Age; BIPOC; Behavior; Biological; Biological Function; Biological Markers; Biolo..."
"2025-04-24","NIH","U01ES036366","3U01ES036366-03S2","San Francisco State University","2025-03-26","$125,927.00","$0.00","0","$125,927.00","Examining Anti-Racist Healing In Nature To Protect Telomeres Of Transitional Age Bipoc For Health Eq...","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Leticia Maria MARQUEZ-MAGANA; Charlotte  Tate","NIEHS - National Institute of Environmental Health Sciences","21+ years old; Acceleration; Address; Adult; Adult Human; adulthood; African American; Afro American; Afroamerican; Age; ages; anti-racism; anti-racis..."
"2025-04-24","NIH","U01ES036366","3U01ES036366-03S1","San Francisco State University","2025-03-26","$386,371.00","$278,241.40","278241.4","$108,129.60","Examining Anti-Racist Healing In Nature To Protect Telomeres Of Transitional Age Bipoc For Health Eq...","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Leticia Maria MARQUEZ-MAGANA; Charlotte  Tate","OD - NIH Office of the Director","21+ years old; Acceleration; Address; Adult; Adult Human; Aeroseb-HC; Age; BIPOC; Behavior; Biological; Biological Function; Biological Markers; Biolo..."
"2025-04-24","NIH","R13ES036080","5R13ES036080-02","Society Of Toxicology","2025-03-26","$30,000.00","$30,000.00","30000","$0.00","Society Of Toxicology Undergraduate Diversity Program","N/A - Departmental Authority","-","RESTON","VA","UNITED STATES","Jose E Manautou","NIEHS - National Institute of Environmental Health Sciences","Academia; academic program; Access to Information; Active Follow-up; active followup; Adverse effects; Awareness; Biological Agent; Biological Product..."
"2025-04-24","CDC","NU50CK000495","18NU50CK000495C5","International Organization For Migration","2025-03-25","$10,000,000.00","$9,328,020.00","9328020","$671,980.00","Sustaining The Expansion Of The Overseas Health Assessment And Management Of U.S.-Bound Refugees, No...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","NIH","U19AG078558","5 U19 AG078558-03","Columbia University Health Sciences","2025-03-25","$51,058,588.00","$22,954,087.00","22954087","$28,104,501.00","Clinical Operations And Procedures Core","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Marinella  Temprosa","NIA - National Institute on Aging","AD dementia; AD related dementia; ADRD; Address; Adherence; Adult-Onset Diabetes Mellitus; Alzheimer Type Dementia; Alzheimer disease dementia; Alzhei..."
"2025-04-24","SAMHSA","B08TI083536","1B08TI083536-01","Fsm Dept Of Health And Social Affairs","2025-03-24","$662,313.00","$443,904.51","443904.51","$218,408.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085388","1B09SM085388-01","Georgia Department Of Behavioral Health And Develo...","2025-03-24","$45,668,812.00","$28,070,867.59","28070867.59","$17,597,944.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085916","1B09SM085916-01","Georgia Department Of Behavioral Health And Develo...","2025-03-24","$1,571,632.00","$1,326,628.05","1326628.05","$245,004.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083934","1B08TI083934-01","Georgia Department Of Behavioral Health And Develo...","2025-03-24","$46,264,340.00","$37,375,872.23","37375872.23","$8,888,468.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083530","1B08TI083530-01","Georgia Department Of Behavioral Health And Develo...","2025-03-24","$53,569,236.00","$49,722,627.18","49722627.18","$3,846,609.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM084001","1B09SM084001-01","Georgia Department Of Behavioral Health And Develo...","2025-03-24","$26,439,839.00","$20,629,084.21","20629084.21","$5,810,755.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085352","1B09SM085352-01","Guam Behavioral Health And Wellness Center","2025-03-24","$925,921.00","$470,217.95","470217.95","$455,703.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083935","1B08TI083935-01","Guam Department Of Administration","2025-03-24","$925,921.00","$819,437.78","819437.78","$106,483.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085354","1B09SM085354-01","Idaho State Dept Of Health And Welfare","2025-03-24","$8,417,665.00","$3,166,971.43","3166971.43","$5,250,694.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083936","1B08TI083936-01","Idaho State Dept Of Health And Welfare","2025-03-24","$6,909,704.00","$5,817,538.76","5817538.76","$1,092,165.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083970","1B09SM083970-01","Idaho State Dept Of Health And Welfare","2025-03-24","$4,873,385.00","$4,512,740.45","4512740.45","$360,645.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085386","1B09SM085386-01","Indiana Family & Social Services Admin","2025-03-24","$25,576,844.00","$15,313,703.79","15313703.79","$10,263,140.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085914","1B09SM085914-01","Indiana Family & Social Services Admin","2025-03-24","$880,193.00","$99,720.35","99720.35","$780,473.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083939","1B08TI083939-01","Indiana Family & Social Services Admin","2025-03-24","$26,102,993.00","$12,933,609.26","12933609.26","$13,169,384.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
